reporting_unit,contest,candidate,votes,county,ctv,municipality
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,KAMALA D. HARRIS   TIM WALZ,707,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,DONALD J. TRUMP   JD VANCE,912,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,RANDALL TERRY   STEPHEN BRODEN,1,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,CHASE RUSSELL OLIVER   MIKE TER MAAT,7,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,JILL STEIN   RUDOLPH WARE,7,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,CLAUDIA DE LA CRUZ   KARINA GARCIA,2,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,CORNEL WEST   MELINA ABDULLAH,0,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,"ROBERT F. KENNEDY, JR.   NICOLE SHANAHAN...12",20,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,PETER SONSKI   LAUREN ONAK (WRITE-IN),0,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,CHERUNDA LYNN FOX (WRITE-IN),0,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,BRIAN KIENITZ (WRITE-IN),0,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,DOUG JENKINS   KIMBERLY LALONDE (WRITE-IN),0,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,FUTURE MADAM POTUS   JESSICA KENNEDY (WRITE-IN),0,PIERCE,T,CLIFTON 
TOWN OF CLIFTON WARDS 1-4,PRESIDENT OF THE UNITED STATES,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,PIERCE,T,CLIFTON 
