reporting_unit,contest,candidate,votes,county,ctv,municipality
"TOWN OF CEDARBURG, WARD 1, 2","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",DANA GLASSTEIN (DEM),303,OZAUKEE,T,CEDARBURG
"TOWN OF CEDARBURG, WARD 1, 2","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",PAUL MELOTIK (REP),589,OZAUKEE,T,CEDARBURG
"TOWN OF CEDARBURG, WARD 3, 4","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",DANA GLASSTEIN (DEM),313,OZAUKEE,T,CEDARBURG
"TOWN OF CEDARBURG, WARD 3, 4","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",PAUL MELOTIK (REP),526,OZAUKEE,T,CEDARBURG
"TOWN OF CEDARBURG, WARD 5, 6, 10","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",DANA GLASSTEIN (DEM),443,OZAUKEE,T,CEDARBURG
"TOWN OF CEDARBURG, WARD 5, 6, 10","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",PAUL MELOTIK (REP),918,OZAUKEE,T,CEDARBURG
"TOWN OF CEDARBURG, WARD 7 - 9","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",DANA GLASSTEIN (DEM),461,OZAUKEE,T,CEDARBURG
"TOWN OF CEDARBURG, WARD 7 - 9","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",PAUL MELOTIK (REP),839,OZAUKEE,T,CEDARBURG
"TOWN OF GRAFTON, WARD 1, 2, 5","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",DANA GLASSTEIN (DEM),529,OZAUKEE,T,GRAFTON
"TOWN OF GRAFTON, WARD 1, 2, 5","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",PAUL MELOTIK (REP),1029,OZAUKEE,T,GRAFTON
"TOWN OF GRAFTON, WARD 3, 4, 6","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",DANA GLASSTEIN (DEM),541,OZAUKEE,T,GRAFTON
"TOWN OF GRAFTON, WARD 3, 4, 6","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",PAUL MELOTIK (REP),972,OZAUKEE,T,GRAFTON
"TOWN OF PORT WASHINGTON, WARD 1, 2","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",DANA GLASSTEIN (DEM),350,OZAUKEE,T,PORT WASHINGTON
"TOWN OF PORT WASHINGTON, WARD 1, 2","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",PAUL MELOTIK (REP),746,OZAUKEE,T,PORT WASHINGTON
"VILLAGE OF GRAFTON, WARD 1, 2","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",DANA GLASSTEIN (DEM),494,OZAUKEE,V,GRAFTON
"VILLAGE OF GRAFTON, WARD 1, 2","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",PAUL MELOTIK (REP),766,OZAUKEE,V,GRAFTON
"VILLAGE OF GRAFTON, WARD 3, 4","ASSEMBLY, DISTRICT 22 (VOTE FOR 1)",DANA GLASSTEIN (DEM),421,OZAUKEE,V,GRAFTON
