reporting_unit,contest,candidate,votes,county,ctv,municipality
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_DEMOCRATIC,KAMALA D. HARRIS / TIM WALZ,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_REPUBLICAN,DONALD J. TRUMP / JD VANCE,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_CONSTITUTION,RANDALL TERRY / STEPHEN BRODEN,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_LIBERTARIAN,CHASE RUSSELL OLIVER / MIKE TER MAAT,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_WIS GREEN,JILL STEIN / RUDOLPH WARE,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_SOCIALISM & LIBERATION,CLAUDIA DE LA CRUZ / KARINA GARCIA,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_JUSTICE FOR ALL,CORNEL WEST / MELINA ABDULLAH,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_WE THE PEOPLE,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_INDEPENDENT (WRITE-IN),PETER SONSKI,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_INDEPENDENT (WRITE-IN),CHERUNDA LYNN FOX,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_INDEPENDENT (WRITE-IN),DOUG JENKINS,NA,SAWYER,T,BASS LAKE
"TOWN OF BASS LAKE, WARDS 1-5",PRESIDENT_INDEPENDENT (WRITE-IN),FUTURE MADAM POTUS / JESSICA KENNEDY,NA,SAWYER,T,BASS LAKE
