contest,candidate,votes,reporting_unit,county,ctv,municipality
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,BERGEN T WD 1,MARATHON,T,BERGEN
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,BERGEN T WD 1,MARATHON,T,BERGEN
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,BERGEN T WD 1,MARATHON,T,BERGEN
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,0,BERGEN T WD 1,MARATHON,T,BERGEN
PRESIDENT / VICE PRESIDENT,WGN JILL STEIN / RUDOLPH WARE,0,BERGEN T WD 1,MARATHON,T,BERGEN
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,BERGEN T WD 1,MARATHON,T,BERGEN
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,BERGEN T WD 1,MARATHON,T,BERGEN
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / N.",0,BERGEN T WD 1,MARATHON,T,BERGEN
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,BERGEN T WD 1,MARATHON,T,BERGEN
UNITED STATES SENATOR,DEM TAMMY BALDWIN,0,BERGEN T WD 1,MARATHON,T,BERGEN
UNITED STATES SENATOR,REP ERIC HOVDE,0,BERGEN T WD 1,MARATHON,T,BERGEN
UNITED STATES SENATOR,IND PHIL ANDERSON,0,BERGEN T WD 1,MARATHON,T,BERGEN
UNITED STATES SENATOR,IND THOMAS LEAGER,0,BERGEN T WD 1,MARATHON,T,BERGEN
UNITED STATES SENATOR,WRITE-IN TOTALS,0,BERGEN T WD 1,MARATHON,T,BERGEN
REPRESENTATIVE IN CONGRESS DISTRICT 7,DEM KYLE KILBOURN,0,BERGEN T WD 1,MARATHON,T,BERGEN
REPRESENTATIVE IN CONGRESS DISTRICT 7,REP TOM TIFFANY,0,BERGEN T WD 1,MARATHON,T,BERGEN
REPRESENTATIVE IN CONGRESS DISTRICT 7,WRITE-IN TOTALS,0,BERGEN T WD 1,MARATHON,T,BERGEN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,DEM JOHN H. SMALL,0,BERGEN T WD 1,MARATHON,T,BERGEN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,REP JOHN SPIROS,0,BERGEN T WD 1,MARATHON,T,BERGEN
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,WRITE-IN TOTALS,0,BERGEN T WD 1,MARATHON,T,BERGEN
DISTRICT ATTORNEY,REP KYLE R. MAYO,0,BERGEN T WD 1,MARATHON,T,BERGEN
DISTRICT ATTORNEY,WRITE-IN TOTALS,0,BERGEN T WD 1,MARATHON,T,BERGEN
COUNTY CLERK,REP KIM TRUEBLOOD,0,BERGEN T WD 1,MARATHON,T,BERGEN
COUNTY CLERK,WRITE-IN TOTALS,0,BERGEN T WD 1,MARATHON,T,BERGEN
COUNTY TREASURER,REP CONNIE BEYERSDORFF,0,BERGEN T WD 1,MARATHON,T,BERGEN
COUNTY TREASURER,WRITE-IN TOTALS,0,BERGEN T WD 1,MARATHON,T,BERGEN
REGISTER OF DEEDS,REP JENNIFER LEMMER,0,BERGEN T WD 1,MARATHON,T,BERGEN
REGISTER OF DEEDS,WRITE-IN TOTALS,0,BERGEN T WD 1,MARATHON,T,BERGEN
QUESTION 1: ELIGIBILITY TO VOTE,YES,0,BERGEN T WD 1,MARATHON,T,BERGEN
QUESTION 1: ELIGIBILITY TO VOTE,NO,0,BERGEN T WD 1,MARATHON,T,BERGEN
MOSINEE SCHOOL DISTRICT REFERENDUM,YES,0,BERGEN T WD 1,MARATHON,T,BERGEN
MOSINEE SCHOOL DISTRICT REFERENDUM,NO,0,BERGEN T WD 1,MARATHON,T,BERGEN
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,BERLIN T WDS 1 & 2,MARATHON,T,BERLIN
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,BERLIN T WDS 1 & 2,MARATHON,T,BERLIN
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,BERLIN T WDS 1 & 2,MARATHON,T,BERLIN
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER,0,BERLIN T WDS 1 & 2,MARATHON,T,BERLIN
PRESIDENT / VICE PRESIDENT,WGN JILL STEIN / RUDOLPH WARE,0,BERLIN T WDS 1 & 2,MARATHON,T,BERLIN
